"TR_No","TR_Date","V_No","Cheque_No","Invoice_Date","Remarks","Invoice_No","MF","ChequeNo"
"5549","3/4/2017 12:00:00 AM","","","","","0","0",""
"5550","3/24/2017 12:00:00 AM","","","","","0","0",""
"5551","3/20/2017 12:00:00 AM","","","","","0","0",""
"5552","2/27/2017 12:00:00 AM","","","","","0","0",""
"5553","3/27/2017 12:00:00 AM","","","","","0","0",""
"5554","4/1/2017 12:00:00 AM","","","","","0","0",""
"5555","4/1/2017 12:00:00 AM","","","","","0","0",""
"5556","3/30/2017 12:00:00 AM","","","","","0","0",""
"5557","2/28/2017 12:00:00 AM","","","","","0","0",""
"5558","4/5/2017 12:00:00 AM","","","","","0","0",""
"5559","4/5/2017 12:00:00 AM","","","","","0","0",""
"5560","4/6/2017 12:00:00 AM","","","","","0","0",""
"5561","4/10/2017 12:00:00 AM","","00286032","4/10/2017 12:00:00 AM","","0","0",""
"5562","4/24/2017 12:00:00 AM","","","","","0","0",""
"5563","4/24/2017 12:00:00 AM","","00286033","","","0","0",""
"5564","3/28/2017 12:00:00 AM","","","","","0","0",""
"5565","3/29/2017 12:00:00 AM","","","","","0","0",""
"5566","4/11/2017 12:00:00 AM","","","","","0","0",""
"5567","4/20/2017 12:00:00 AM","","","","","0","0",""
"5568","4/27/2017 12:00:00 AM","","00286034","4/27/2017 12:00:00 AM","","0","0",""
"5569","5/1/2017 12:00:00 AM","","","","","0","0",""
"5570","5/1/2017 12:00:00 AM","","","","","0","0",""
"5571","5/2/2017 12:00:00 AM","","","","","0","0",""
"5572","5/1/2017 12:00:00 AM","","","","","0","0",""
"5573","5/1/2017 12:00:00 AM","","","","","0","0",""
"5574","4/9/2017 12:00:00 AM","","","","","0","0",""
"5575","5/1/2017 12:00:00 AM","","","","","0","0",""
"5576","5/2/2017 12:00:00 AM","","","","","0","0",""
"5577","5/7/2017 12:00:00 AM","","","","","0","0",""
"5578","5/7/2017 12:00:00 AM","","","","","0","0",""
"5579","5/2/2017 12:00:00 AM","","","","","0","0",""
"5580","5/15/2017 12:00:00 AM","","","","","0","0",""
"5581","4/28/2017 12:00:00 AM","","","","","0","0",""
"5582","4/29/2017 12:00:00 AM","","","","","0","0",""
"5583","5/20/2017 12:00:00 AM","","","","","0","0",""
"5584","5/9/2017 12:00:00 AM","","","","","0","0",""
"5585","5/23/2017 12:00:00 AM","","14167830","5/23/2017 12:00:00 AM","","0","0",""
"5586","5/26/2017 12:00:00 AM","","00286035","5/26/2017 12:00:00 AM","","0","0",""
"5587","5/26/2017 12:00:00 AM","","","","","0","0",""
"5588","5/26/2017 12:00:00 AM","","00286036","5/26/2017 12:00:00 AM","","0","0",""
"5589","5/30/2017 12:00:00 AM","","","","","0","0",""
"5590","5/30/2017 12:00:00 AM","","00286037","5/30/2017 12:00:00 AM","","0","0",""
"5591","5/30/2017 12:00:00 AM","","","","","0","0",""
"5592","5/31/2017 12:00:00 AM","","00286038","5/31/2017 12:00:00 AM","","0","0",""
"5593","5/31/2017 12:00:00 AM","","","","","0","0",""
"5594","6/6/2017 12:00:00 AM","","","","","0","0",""
"5595","6/6/2017 12:00:00 AM","","","","","0","0",""
"5596","6/6/2017 12:00:00 AM","","","","","0","0",""
"5597","6/6/2017 12:00:00 AM","","","","","0","0",""
"5598","6/6/2017 12:00:00 AM","","","","","0","0",""
"5599","6/8/2017 12:00:00 AM","","","","","0","0",""
"5600","6/8/2017 12:00:00 AM","","","","","0","0",""
"5601","6/8/2017 12:00:00 AM","","","","","0","0",""
"5602","6/12/2017 12:00:00 AM","","","","","0","0",""
"5603","6/13/2017 12:00:00 AM","","00286039","6/13/2017 12:00:00 AM","","0","0",""
"5604","6/13/2017 12:00:00 AM","","","","","0","0",""
"5605","6/17/2017 12:00:00 AM","","","","","0","0",""
"5606","6/18/2017 12:00:00 AM","","","","","0","0",""
"5607","6/19/2017 12:00:00 AM","","","","","0","0",""
"5608","5/30/2017 12:00:00 AM","","","5/29/2017 12:00:00 AM","","0","0",""
"5609","5/31/2017 12:00:00 AM","","","","","0","0",""
"5610","6/8/2017 12:00:00 AM","","","","","0","0",""
"5611","6/20/2017 12:00:00 AM","","","","","0","0",""
"5612","6/30/2017 12:00:00 AM","","","","","0","0",""
"5613","7/1/2017 12:00:00 AM","","","","","0","0",""
"5614","7/1/2017 12:00:00 AM","","","","","0","0",""
"5615","6/30/2017 12:00:00 AM","","","","","0","0",""
"5616","7/6/2017 12:00:00 AM","","","","","0","0",""
"5617","7/6/2017 12:00:00 AM","","","","","0","0",""
"5618","7/6/2017 12:00:00 AM","","","","","0","0",""
"5619","7/10/2017 12:00:00 AM","","","","","0","0",""
"5620","7/10/2017 12:00:00 AM","","","","","0","0",""
"5621","7/12/2017 12:00:00 AM","","","","","0","0",""
"5622","7/20/2017 12:00:00 AM","","","","","0","0",""
"5623","6/29/2017 12:00:00 AM","","","","","0","0",""
"5624","6/30/2017 12:00:00 AM","","","","","0","0",""
"5625","8/1/2017 12:00:00 AM","","","","","0","0",""
"5626","8/1/2017 12:00:00 AM","","","","","0","0",""
"5627","8/1/2017 12:00:00 AM","","00286040","8/1/2017 12:00:00 AM","","0","0",""
"5628","8/2/2017 12:00:00 AM","","","","","0","0",""
"5629","8/2/2017 12:00:00 AM","","","","","0","0",""
"5631","8/2/2017 12:00:00 AM","","00286041","8/2/2017 12:00:00 AM","","0","0",""
"5632","5/1/2017 12:00:00 AM","","","","","0","0",""
"5633","8/2/2017 12:00:00 AM","","","","","0","0",""
"5634","8/3/2017 12:00:00 AM","","","","","0","0",""
"5635","8/11/2017 12:00:00 AM","","","","","0","0",""
"5636","8/15/2017 12:00:00 AM","","00286042","8/16/2017 12:00:00 AM","","0","0",""
"5637","8/20/2017 12:00:00 AM","","","","","0","0",""
"5638","8/20/2017 12:00:00 AM","","","","","0","0",""
"5639","8/7/2017 12:00:00 AM","","","","","0","0",""
"5640","8/8/2017 12:00:00 AM","","","","","0","0",""
"5641","7/27/2017 12:00:00 AM","","","","","0","0",""
"5642","7/28/2017 12:00:00 AM","","","","","0","0",""
"5643","8/24/2017 12:00:00 AM","","00286043","8/24/2017 12:00:00 AM","","0","0",""
"5644","8/24/2017 12:00:00 AM","","","","","0","0",""
"5645","10/6/2017 12:00:00 AM","","","","","0","0",""
"5646","10/4/2017 12:00:00 AM","","","","","0","0",""
"5647","9/4/2017 12:00:00 AM","","","","","0","0",""
"5648","10/10/2017 12:00:00 AM","","","","","0","0",""
"5649","10/11/2017 12:00:00 AM","","","","","0","0",""
"5650","10/11/2017 12:00:00 AM","","","","","0","0",""
"5651","10/11/2017 12:00:00 AM","","","","","0","0",""
"5652","10/11/2017 12:00:00 AM","","","","","0","0",""
"5653","10/5/2017 12:00:00 AM","","","","","0","0",""
"5654","10/10/2017 12:00:00 AM","","","","","0","0",""
"5655","10/11/2017 12:00:00 AM","","","","","0","0",""
"5656","10/11/2017 12:00:00 AM","","","","","0","0",""
"5657","10/17/2017 12:00:00 AM","","","","","0","0",""
"5658","10/22/2017 12:00:00 AM","","","","","0","0",""
"5659","10/11/2017 12:00:00 AM","","","","","0","0",""
"5660","10/28/2017 12:00:00 AM","","","","","0","0",""
"5661","10/29/2017 12:00:00 AM","","","","","0","0",""
"5662","10/29/2017 12:00:00 AM","","","","","0","0",""
"5663","10/31/2017 12:00:00 AM","","","","","0","0",""
"5664","10/31/2017 12:00:00 AM","","","","","0","0",""
"5665","11/1/2017 12:00:00 AM","","","","","0","0",""
"5666","11/1/2017 12:00:00 AM","","","","","0","0",""
"5667","11/1/2017 12:00:00 AM","","","","","0","0",""
"5668","10/15/2017 12:00:00 AM","","","","","0","0",""
"5669","11/8/2017 12:00:00 AM","","","","","0","0",""
"5670","11/3/2017 12:00:00 AM","","","","","0","0",""
"5671","11/3/2017 12:00:00 AM","","","","","0","0",""
"5672","11/3/2017 12:00:00 AM","","","","","0","0",""
"5673","11/2/2017 12:00:00 AM","","","","","0","0",""
"5674","11/4/2017 12:00:00 AM","","","","","0","0",""
"5675","11/6/2017 12:00:00 AM","","","","","0","0",""
"5676","11/8/2017 12:00:00 AM","","","","","0","0",""
"5677","11/8/2017 12:00:00 AM","","","","","0","0",""
"5678","11/9/2017 12:00:00 AM","","","","","0","0",""
"5679","11/9/2017 12:00:00 AM","","","","","0","0",""
"5681","11/11/2017 12:00:00 AM","","","","","0","0",""
"5682","11/10/2017 12:00:00 AM","","","","","0","0",""
"5683","11/11/2017 12:00:00 AM","","","","","0","0",""
"5684","11/11/2017 12:00:00 AM","","","","","0","0",""
"5685","11/18/2017 12:00:00 AM","","","","","0","0",""
"5686","11/21/2017 12:00:00 AM","","","","","0","0",""
"5687","11/21/2017 12:00:00 AM","","","","","0","0",""
"5688","11/21/2017 12:00:00 AM","","00286044","11/21/2017 12:00:00 AM","","0","0",""
"5689","11/23/2017 12:00:00 AM","","00286045","11/23/2017 12:00:00 AM","","0","0",""
"5690","11/23/2017 12:00:00 AM","","","","","0","0",""
"5691","11/29/2017 12:00:00 AM","","","","","0","0",""
"5692","12/4/2017 12:00:00 AM","","","","","0","0",""
"5693","12/1/2017 12:00:00 AM","","","","","0","0",""
"5694","12/4/2017 12:00:00 AM","","","12/4/2017 12:00:00 AM","","0","0",""
"5695","12/4/2017 12:00:00 AM","","00286046","12/4/2017 12:00:00 AM","","0","0",""
"5696","12/8/2017 12:00:00 AM","","","","","0","0",""
"5697","12/8/2017 12:00:00 AM","","","","","0","0",""
"5698","12/27/2017 12:00:00 AM","","","","","0","0",""
"5699","12/27/2017 12:00:00 AM","","","","","0","0",""
"5700","12/27/2017 12:00:00 AM","","","","","0","0",""
"5701","1/2/2018 12:00:00 AM","","","","","0","0",""
"5702","1/2/2018 12:00:00 AM","","","","","0","0",""
"5703","1/4/2018 12:00:00 AM","","","","","0","0",""
"5704","1/5/2018 12:00:00 AM","","","","","0","0",""
"5705","1/6/2018 12:00:00 AM","","","","","0","0",""
"5706","1/10/2018 12:00:00 AM","","","","","0","0",""
"5707","1/10/2018 12:00:00 AM","","","","","0","0",""
"5708","1/10/2018 12:00:00 AM","","00286047","1/10/2018 12:00:00 AM","","0","0",""
"5709","1/15/2018 12:00:00 AM","","00286048","1/15/2018 12:00:00 AM","","0","0",""
"5710","1/15/2018 12:00:00 AM","","","","","0","0",""
"5711","1/16/2018 12:00:00 AM","","","","","0","0",""
"5712","1/16/2018 12:00:00 AM","","","","","0","0",""
"5713","1/22/2018 12:00:00 AM","","","","","0","0",""
"5714","1/22/2018 12:00:00 AM","","00286049","1/22/2018 12:00:00 AM","","0","0",""
"5715","1/23/2018 12:00:00 AM","","00286050","1/23/2018 12:00:00 AM","","0","0",""
"5716","1/24/2018 12:00:00 AM","","","","","0","0",""
"5717","2/2/2018 12:00:00 AM","","","","","0","0",""
"5718","2/2/2018 12:00:00 AM","","","","","0","0",""
"5719","1/29/2018 12:00:00 AM","","","","","0","0",""
"5720","2/3/2018 12:00:00 AM","","","","","0","0",""
"5721","11/21/2017 12:00:00 AM","","","","","0","0",""
"5722","11/23/2017 12:00:00 AM","","","","","0","0",""
"5723","11/28/2017 12:00:00 AM","","","","","0","0",""
"5724","11/30/2017 12:00:00 AM","","","","","0","0",""
"5725","12/5/2018 12:00:00 AM","","","","","0","0",""
"5726","12/5/2017 12:00:00 AM","","","","","0","0",""
"5727","12/7/2017 12:00:00 AM","","","","","0","0",""
"5729","12/9/2017 12:00:00 AM","","","","","0","0",""
"5730","12/19/2017 12:00:00 AM","","","","","0","0",""
"5731","12/23/2017 12:00:00 AM","","","","","0","0",""
"5732","12/28/2017 12:00:00 AM","","","","","0","0",""
"5733","1/4/2018 12:00:00 AM","","","","","0","0",""
"5734","1/11/2018 12:00:00 AM","","","","","0","0",""
"5735","1/18/2018 12:00:00 AM","","","","","0","0",""
"5736","2/3/2018 12:00:00 AM","","","","","0","0",""
"5737","2/6/2018 12:00:00 AM","","","","","0","0",""
"5738","2/7/2018 12:00:00 AM","","","","","0","0",""
"5739","2/8/2018 12:00:00 AM","","","","","0","0",""
"5740","2/12/2018 12:00:00 AM","","","","","0","0",""
"5741","2/19/2018 12:00:00 AM","","","","","0","0",""
"5743","2/19/2018 12:00:00 AM","","09298526","2/19/2018 12:00:00 AM","","0","0",""
"5744","2/20/2018 12:00:00 AM","","","","","0","0",""
"5745","2/22/2018 12:00:00 AM","","","","","0","0",""
"5746","10/11/2017 12:00:00 AM","","","","","0","0",""
"5747","10/11/2017 12:00:00 AM","","","","","0","0",""
"5748","11/23/2017 12:00:00 AM","","","","","0","0",""
"5749","11/26/2017 12:00:00 AM","","","","","0","0",""
"5750","11/27/2017 12:00:00 AM","","","","","0","0",""
"5752","11/28/2017 12:00:00 AM","","","","","0","0",""
"5753","12/13/2017 12:00:00 AM","","","","","0","0",""
"5754","12/16/2017 12:00:00 AM","","","","","0","0",""
"5755","1/6/2018 12:00:00 AM","","","","","0","0",""
"5756","1/6/2018 12:00:00 AM","","","","","0","0",""
"5757","1/15/2018 12:00:00 AM","","","","","0","0",""
"5758","1/24/2018 12:00:00 AM","","","","","0","0",""
"5759","2/3/2018 12:00:00 AM","","","","","0","0",""
"5760","2/7/2018 12:00:00 AM","","","","","0","0",""
"5761","2/9/2018 12:00:00 AM","","","","","0","0",""
"5762","2/11/2018 12:00:00 AM","","","","","0","0",""
"5763","2/19/2018 12:00:00 AM","","","","","0","0",""
"5764","2/20/2018 12:00:00 AM","","","","","0","0",""
"5765","2/22/2018 12:00:00 AM","","","","","0","0",""
"5766","2/23/2018 12:00:00 AM","","","","","0","0",""
"5767","3/1/2018 12:00:00 AM","","","","","0","0",""
"5768","3/1/2018 12:00:00 AM","","","","","0","0",""
"5769","2/28/2018 12:00:00 AM","","","","","0","0",""
"5770","3/5/2018 12:00:00 AM","","","","","0","0",""
"5771","3/5/2018 12:00:00 AM","","","","","0","0",""
"5772","3/6/2018 12:00:00 AM","","","","","0","0",""
"5773","3/6/2018 12:00:00 AM","","","","","0","0",""
"5774","3/6/2018 12:00:00 AM","","","","","0","0",""
"5775","3/6/2018 12:00:00 AM","","","","","0","0",""
"5776","3/6/2018 12:00:00 AM","","","","","0","0",""
"5777","3/6/2018 12:00:00 AM","","","","","0","0",""
"5778","3/6/2018 12:00:00 AM","","","","","0","0",""
"5779","3/6/2018 12:00:00 AM","","","","","0","0",""
"5780","3/7/2018 12:00:00 AM","","","","","0","0",""
"5781","3/7/2018 12:00:00 AM","","","","","0","0",""
"5782","3/8/2018 12:00:00 AM","","","","","0","0",""
"5783","3/9/2018 12:00:00 AM","","","","","0","0",""
"5784","3/12/2018 12:00:00 AM","","","","","0","0",""
"5785","3/13/2018 12:00:00 AM","","","","","0","0",""
"5786","3/14/2018 12:00:00 AM","","","","","0","0",""
"5787","3/20/2018 12:00:00 AM","","09298527","3/20/2018 12:00:00 AM","","0","0",""
"5788","3/24/2018 12:00:00 AM","","","","","0","0",""
"5789","3/26/2018 12:00:00 AM","","9298528","3/26/2018 12:00:00 AM","","0","0",""
"5790","4/1/2018 12:00:00 AM","","","","","0","0",""
"5791","4/1/2018 12:00:00 AM","","","","","0","0",""
"5792","4/2/2018 12:00:00 AM","","","","","0","0",""
"5793","4/7/2018 12:00:00 AM","","","","","0","0",""
"5794","4/7/2018 12:00:00 AM","","","","","0","0",""
"5795","4/5/2018 12:00:00 AM","","","","","0","0",""
"5796","4/7/2018 12:00:00 AM","","","","","0","0",""
"5797","4/8/2018 12:00:00 AM","","","","","0","0",""
"5798","4/8/2018 12:00:00 AM","","","","","0","0",""
"5799","4/9/2018 12:00:00 AM","","","","","0","0",""
"5800","4/9/2018 12:00:00 AM","","","","","0","0",""
"5801","4/26/2018 12:00:00 AM","","","","","0","0",""
"5802","4/28/2018 12:00:00 AM","","","","","0","0",""
"5803","4/28/2018 12:00:00 AM","","","","","0","0",""
"5804","4/29/2018 12:00:00 AM","","","","","0","0",""
"5805","4/30/2018 12:00:00 AM","","","","","0","0",""
"5806","4/30/2018 12:00:00 AM","","","","","0","0",""
"5807","4/25/2018 12:00:00 AM","","","","","0","0",""
"5808","4/29/2018 12:00:00 AM","","","","","0","0",""
"5809","4/24/2018 12:00:00 AM","","","","","0","0",""
"5810","4/9/2018 12:00:00 AM","","","","","0","0",""
"5811","4/25/2018 12:00:00 AM","","09298529","4/25/2018 12:00:00 AM","","0","0",""
"5812","4/25/2018 12:00:00 AM","","","","","0","0",""
"5813","4/25/2018 12:00:00 AM","","","","","0","0",""
"5814","4/26/2018 12:00:00 AM","","09298530","4/26/2018 12:00:00 AM","","0","0",""
"5815","4/26/2018 12:00:00 AM","","","","","0","0",""
"5816","4/29/2018 12:00:00 AM","","","","","0","0",""
"5817","4/30/2018 12:00:00 AM","","","","","0","0",""
"5818","4/30/2018 12:00:00 AM","","","","","0","0",""
"5819","5/1/2018 12:00:00 AM","","","","","0","0",""
"5820","5/2/2018 12:00:00 AM","","","","","0","0",""
"5821","5/3/2018 12:00:00 AM","","","","","0","0",""
"5822","5/3/2018 12:00:00 AM","","","","","0","0",""
"5823","5/3/2018 12:00:00 AM","","","","","0","0",""
"5824","5/3/2018 12:00:00 AM","","","","","0","0",""
"5825","5/3/2018 12:00:00 AM","","","","","0","0",""
"5826","5/9/2018 12:00:00 AM","","","","","0","0",""
"5827","5/9/2018 12:00:00 AM","","","","","0","0",""
"5828","5/15/2018 12:00:00 AM","","","","","0","0",""
"5829","5/16/2018 12:00:00 AM","","","","","0","0",""
"5830","5/17/2018 12:00:00 AM","","","","","0","0",""
"5831","5/17/2018 12:00:00 AM","","","","","0","0",""
"5832","5/18/2018 12:00:00 AM","","","","","0","0",""
"5833","5/18/2018 12:00:00 AM","","","","","0","0",""
"5834","5/19/2018 12:00:00 AM","","09298531","5/19/2018 12:00:00 AM","","0","0",""
"5835","5/19/2018 12:00:00 AM","","","","","0","0",""
"5836","5/19/2018 12:00:00 AM","","","","","0","0",""
"5837","5/21/2018 12:00:00 AM","","","","","0","0",""
"5838","5/21/2018 12:00:00 AM","","09298532","5/21/2018 12:00:00 AM","","0","0",""
"5839","5/21/2018 12:00:00 AM","","","","","0","0",""
"5840","5/21/2018 12:00:00 AM","","","","","0","0",""
"5841","5/23/2018 12:00:00 AM","","","","","0","0",""
"5842","5/23/2018 12:00:00 AM","","","","","0","0",""
"5843","5/25/2018 12:00:00 AM","","","","","0","0",""
"5844","5/25/2018 12:00:00 AM","","","","","0","0",""
"5845","5/28/2018 12:00:00 AM","","","","","0","0",""
"5846","5/28/2018 12:00:00 AM","","","","","0","0",""
"5847","5/29/2018 12:00:00 AM","","","","","0","0",""
"5848","5/30/2018 12:00:00 AM","","","","","0","0",""
"5849","6/3/2018 12:00:00 AM","","","","","0","0",""
"5850","6/4/2018 12:00:00 AM","","","","","0","0",""
"5851","6/5/2018 12:00:00 AM","","09298533","6/5/2018 12:00:00 AM","","0","0",""
"5852","6/5/2018 12:00:00 AM","","","","","0","0",""
"5853","6/6/2018 12:00:00 AM","","","","","0","0",""
"5854","6/8/2018 12:00:00 AM","","","","","0","0",""
"5855","6/19/2018 12:00:00 AM","","","","","0","0",""
"5856","6/20/2018 12:00:00 AM","","09298534","6/20/2018 12:00:00 AM","","0","0",""
"5857","6/22/2018 12:00:00 AM","","","","","0","0",""
"5858","6/22/2018 12:00:00 AM","","09298536","6/22/2018 12:00:00 AM","","0","0",""
"5859","6/22/2018 12:00:00 AM","","","","","0","0",""
"5860","6/22/2018 12:00:00 AM","","09298535","6/22/2018 12:00:00 AM","","0","0",""
"5861","6/22/2018 12:00:00 AM","","","","","0","0",""
"5862","6/23/2018 12:00:00 AM","","09298537","6/25/2018 12:00:00 AM","","0","0",""
"5863","6/24/2018 12:00:00 AM","","","","","0","0",""
"5864","6/24/2018 12:00:00 AM","","","","","0","0",""
"5865","6/24/2018 12:00:00 AM","","","","","0","0",""
"5866","6/24/2018 12:00:00 AM","","","","","0","0",""
"5867","6/24/2018 12:00:00 AM","","","","","0","0",""
"5868","6/24/2018 12:00:00 AM","","","","","0","0",""
"5869","6/24/2018 12:00:00 AM","","","","","0","0",""
"5870","6/24/2018 12:00:00 AM","","","","","0","0",""
"5871","6/24/2018 12:00:00 AM","","","","","0","0",""
"5872","6/30/2018 12:00:00 AM","","","","","0","0",""
"5873","6/30/2018 12:00:00 AM","","","","","0","0",""
"5874","6/24/2018 12:00:00 AM","","","","","0","0",""
"5875","6/25/2018 12:00:00 AM","","12579624","6/26/2018 12:00:00 AM","","0","0",""
"5876","6/25/2018 12:00:00 AM","","12579620","6/26/2018 12:00:00 AM","","0","0",""
"5877","6/26/2018 12:00:00 AM","","","","","0","0",""
"5878","6/26/2018 12:00:00 AM","","","","","0","0",""
"5879","6/26/2018 12:00:00 AM","","","6/26/2018 12:00:00 AM","","0","0",""
"5880","6/26/2018 12:00:00 AM","","","","","0","0",""
"5881","6/27/2018 12:00:00 AM","","09298538","6/27/2018 12:00:00 AM","","0","0",""
"5882","6/27/2018 12:00:00 AM","","","","","0","0",""
"5883","6/26/2018 12:00:00 AM","","","","","0","0",""
"5884","6/28/2018 12:00:00 AM","","","","","0","0",""
"5885","6/28/2018 12:00:00 AM","","93290836","6/29/2018 12:00:00 AM","","0","0",""
"5886","6/28/2018 12:00:00 AM","","","","","0","0",""
"5887","6/29/2018 12:00:00 AM","","","","","0","0",""
"5888","6/29/2018 12:00:00 AM","","","","","0","0",""
"5889","7/1/2018 12:00:00 AM","","","","","0","0",""
"5890","7/1/2018 12:00:00 AM","","","","","0","0",""
"5891","7/1/2018 12:00:00 AM","","","","","0","0",""
"5892","7/3/2018 12:00:00 AM","","","","","0","0",""
"5893","7/3/2018 12:00:00 AM","","93290836","7/4/2018 12:00:00 AM","","0","0",""
"5894","7/3/2018 12:00:00 AM","","","","","0","0",""
"5896","7/3/2018 12:00:00 AM","","93290836","7/4/2018 12:00:00 AM","","0","0",""
"5897","7/3/2018 12:00:00 AM","","","","","0","0",""
"5898","7/3/2018 12:00:00 AM","","","","","0","0",""
"5899","7/3/2018 12:00:00 AM","","","","","0","0",""
"5900","7/3/2018 12:00:00 AM","","93290836","7/4/2018 12:00:00 AM","","0","0",""
"5901","7/6/2018 12:00:00 AM","","","","","0","0",""
"5902","7/8/2018 12:00:00 AM","","","","","0","0",""
"5903","7/8/2018 12:00:00 AM","","","","","0","0",""
"5904","7/9/2018 12:00:00 AM","","","","","0","0",""
"5905","7/9/2018 12:00:00 AM","","","","","0","0",""
"5906","7/9/2018 12:00:00 AM","","","","","0","0",""
"5907","7/9/2018 12:00:00 AM","","18041504","7/9/2018 12:00:00 AM","","0","0",""
"5908","7/9/2018 12:00:00 AM","","","","","0","0",""
"5909","7/3/2018 12:00:00 AM","","","","","0","0",""
"5910","7/9/2018 12:00:00 AM","","","","","0","0",""
"5911","7/10/2018 12:00:00 AM","","","","","0","0",""
"5912","7/11/2018 12:00:00 AM","","","","","0","0",""
"5913","7/11/2018 12:00:00 AM","","18041505","7/11/2018 12:00:00 AM","","0","0",""
"5914","7/11/2018 12:00:00 AM","","18041506","7/12/2018 12:00:00 AM","","0","0",""
"5915","7/11/2018 12:00:00 AM","","","","","0","0",""
"5916","7/11/2018 12:00:00 AM","","18041507","7/11/2018 12:00:00 AM","","0","0",""
"5917","7/11/2018 12:00:00 AM","","18041506","7/12/2018 12:00:00 AM","","0","0",""
"5918","7/16/2018 12:00:00 AM","","18041508","7/16/2018 12:00:00 AM","","0","0",""
"5919","7/20/2018 12:00:00 AM","","28105076","7/20/2018 12:00:00 AM","","0","0",""
"5920","7/23/2018 12:00:00 AM","","18041509","7/23/2018 12:00:00 AM","","0","0",""
"5921","7/29/2018 12:00:00 AM","","","","","0","0",""
"5922","8/1/2018 12:00:00 AM","","","","","0","0",""
"5923","8/1/2018 12:00:00 AM","","","","","0","0",""
"5924","7/30/2018 12:00:00 AM","","","","","0","0",""
"5925","7/30/2018 12:00:00 AM","","18041510","7/30/2018 12:00:00 AM","","0","0",""
"5926","7/31/2018 12:00:00 AM","","","","","0","0",""
"5928","7/31/2018 12:00:00 AM","","18041511","7/31/2018 12:00:00 AM","","0","0",""
"5929","7/31/2018 12:00:00 AM","","18041512","7/31/2018 12:00:00 AM","","0","0",""
"5930","8/2/2018 12:00:00 AM","","","","","0","0",""
"5931","8/3/2018 12:00:00 AM","","","","","0","0",""
"5932","8/7/2018 12:00:00 AM","","","","","0","0",""
"5933","8/6/2018 12:00:00 AM","","","","","0","0",""
"5934","8/13/2018 12:00:00 AM","","","","","0","0",""
"5935","8/15/2018 12:00:00 AM","","18041513","8/15/2018 12:00:00 AM","","0","0",""
"5936","9/1/2018 12:00:00 AM","","","","","0","0",""
"5937","8/31/2018 12:00:00 AM","","","","","0","0",""
"5938","9/3/2018 12:00:00 AM","","18041514","9/3/2018 12:00:00 AM","","0","0",""
"5939","9/4/2018 12:00:00 AM","","","","","0","0",""
"5940","9/6/2018 12:00:00 AM","","18041515","9/6/2018 12:00:00 AM","","0","0",""
"5941","9/24/2018 12:00:00 AM","","","","","0","0",""
"5942","9/24/2018 12:00:00 AM","","18041516","9/24/2018 12:00:00 AM","","0","0",""
"5943","9/2/2018 12:00:00 AM","","","","","0","0",""
"5944","9/5/2018 12:00:00 AM","","","","","0","0",""
"5945","10/1/2018 12:00:00 AM","","18041517","10/1/2018 12:00:00 AM","","0","0",""
"5946","10/3/2018 12:00:00 AM","","","","","0","0",""
"5947","10/4/2018 12:00:00 AM","","","","","0","0",""
"5948","10/3/2018 12:00:00 AM","","","","","0","0",""
"5949","10/8/2018 12:00:00 AM","","18041518","10/8/2018 12:00:00 AM","","0","0",""
"5950","10/8/2018 12:00:00 AM","","","","","0","0",""
"5951","10/8/2018 12:00:00 AM","","18041519","10/8/2018 12:00:00 AM","","0","0",""
"5952","10/8/2018 12:00:00 AM","","","","","0","0",""
"5953","10/8/2018 12:00:00 AM","","18041518","10/8/2018 12:00:00 AM","","0","0",""
"5954","10/8/2018 12:00:00 AM","","","10/8/2018 12:00:00 AM","","0","0",""
"5955","10/8/2018 12:00:00 AM","","18041519","10/8/2018 12:00:00 AM","","0","0",""
"5956","10/6/2018 12:00:00 AM","","","","","0","0",""
"5957","10/18/2018 12:00:00 AM","","","","","0","0",""
"5958","10/19/2018 12:00:00 AM","","18041520","10/19/2018 12:00:00 AM","","0","0",""
"5959","10/18/2018 12:00:00 AM","","28105077","10/19/2018 12:00:00 AM","","0","0",""
"5960","10/22/2018 12:00:00 AM","","28105078","10/22/2018 12:00:00 AM","","0","0",""
"5961","10/18/2018 12:00:00 AM","","","","","0","0",""
"5962","10/22/2018 12:00:00 AM","","","","","0","0",""
"5963","10/18/2018 12:00:00 AM","","","","","0","0",""
"5964","10/24/2018 12:00:00 AM","","18041521","10/24/2018 12:00:00 AM","","0","0",""
"5965","10/24/2018 12:00:00 AM","","18041522","10/24/2018 12:00:00 AM","","0","0",""
"5966","10/24/2018 12:00:00 AM","","18041521","10/24/2018 12:00:00 AM","","0","0",""
"5967","10/24/2018 12:00:00 AM","","18041523","10/24/2018 12:00:00 AM","","0","0",""
"5968","10/26/2018 12:00:00 AM","","","","","0","0",""
"5969","10/26/2018 12:00:00 AM","","18041524","10/26/2018 12:00:00 AM","","0","0",""
"5970","10/26/2018 12:00:00 AM","","","","","0","0",""
"5971","10/26/2018 12:00:00 AM","","18041525","10/26/2018 12:00:00 AM","","0","0",""
"5972","10/26/2018 12:00:00 AM","","","","","0","0",""
"5973","10/30/2018 12:00:00 AM","","","","","0","0",""
"5974","10/31/2018 12:00:00 AM","","24572127","10/31/2018 12:00:00 AM","","0","0",""
"5975","10/31/2018 12:00:00 AM","","24572126","","","0","0",""
"5976","10/31/2018 12:00:00 AM","","","","","0","0",""
