"TR_No","SL","Item","P","Q","R","W","Amount","VType","Account_Party","Control_Code","Narration","AC_Party2","GatePassNo","GatePassDt","Veh_No","Spindles","Frame","E_S_D","Item_Spec","Entry_DT","UNarration","DNarration","Tare_W","Kat_W","Org_W","Bill_PB","Tar_R","Invt_cat","Tax_am"
"6469","6951","1","","","","","50000","201","877","5","Cheque Paid","834","","","","0","0","0","0","3/31/2021 8:25:43 PM","چيک  پيڈ  ","","","","","1","0","0","False"
"6470","6952","1","","","","","50000","201","877","5","Cheque Paid","834","","","","0","0","0","0","3/31/2021 8:26:25 PM","چيک  پيڈ  ","","","","","1","0","0","False"
"6471","6953","1","","","","","50000","201","877","5","Cheque Paid","834","","","","0","0","0","0","3/31/2021 8:27:18 PM","چيک  پيڈ  ","","","","","1","0","0","False"
"6472","6954","1","","","","","81300","101","843","5","Cash","0","","","","0","0","0","0","4/1/2021 11:28:18 AM","کيش  ","","","","","1","0","0","False"
"6474","6956","1","","","","","2528","101","355","5","Cash Paid","0","","","","0","0","0","0","4/1/2021 11:39:44 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6475","6957","1","","","","","23600","102","870","5","Cash Paid","0","","","","0","0","0","0","4/1/2021 11:52:36 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6476","6958","1","","","","","5000","102","867","5","Cash Easay Paisa","0","","","","0","0","0","0","4/2/2021 11:52:36 AM","کيش  ایزی  پیسہ","","","","","1","0","0","False"
"6477","6959","1","","","","","5000","102","867","5","Cash Easy Paisa","0","","","","0","0","0","0","4/2/2021 11:52:47 AM","کيش  ایزی  پیسہ  ","","","","","1","0","0","False"
"6533","7014","1","","","","","1000","102","871","5","Cash Paid Mudrisa Aysha Saddiqa","0","","","","0","0","0","0","5/30/2021 12:24:04 PM","کيش  پيڈ  مدرسہ  عائشہ  صدیقہ  ","","","","","1","0","0","False"
"6534","7015","1","","","","","3000","102","355","5","Bill Telephone","0","","","","0","0","0","0","5/30/2021 12:25:33 PM","بل  ٹيلىفون  ","","","","","1","0","0","False"
"6535","7016","1","","","","","15000","101","880","5","June","0","","","","0","0","0","0","5/30/2021 3:01:57 PM","جون  ","","","","","1","0","0","False"
"6536","7017","1","","","","","5000","102","872","5","Cash Paid Safdar","0","","","","0","0","0","0","6/1/2021 11:48:14 AM","کيش  پيڈ  صفدر  ","","","","","1","0","0","False"
"6537","7018","1","","","","","23600","102","870","5","Instalment June","0","","","","0","0","0","0","6/1/2021 11:49:03 AM","قسط  جون  ","","","","","1","0","0","False"
"6538","7019","1","","","","","2994","101","355","5","Bill","0","","","","0","0","0","0","6/2/2021 11:39:39 AM","بل  ","","","","","1","0","0","False"
"6539","7020","1","","","","","20000","101","874","5","Cash","0","","","","0","0","0","0","6/3/2021 4:07:12 PM","کيش  ","","","","","1","0","0","False"
"6540","7021","1","","","","","50000","102","843","5","Cash Paid","0","","","","0","0","0","0","6/3/2021 4:13:58 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6542","7023","1","","","","","88535","102","825","5","Cash Paid","0","","","","0","0","0","0","6/6/2021 2:26:44 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6543","7024","1","","","","","50000","101","843","5","Cash","0","","","","0","0","0","0","6/7/2021 1:15:00 PM","کيش  ","","","","","1","0","0","False"
"6544","7025","1","","","","","30000","101","874","5","Cash Received From Sufi Flour Mills Haji Altaf Sb House Exp","0","","","","0","0","0","0","6/9/2021 4:36:52 PM","کيش  وصول  از  صوفى  فلور  ملز  حاجى   الطاف  صاحب  مکان  خرچہ  ","","","","","1","0","0","False"
"6545","7026","1","","","","","","101","825","5","","0","","","","0","0","0","0","6/14/2021 2:49:10 PM","","","","","","1","0","0","False"
"6547","7028","1","","","","","2151738","101","825","5","Wheat Sale Rs2100 ( 41115 k g)","0","","","","0","0","0","0","6/14/2021 2:54:00 PM","گندم  فروختگى  روپے2100   (  41115  کے  جى )  ","","","","","1","0","0","False"
"6548","7029","1","","","","","298254","102","825","5","P L S Wheat","0","","","","0","0","0","0","6/14/2021 2:56:09 PM","پى  ايل  ايس  گندم  ","","","","","1","0","0","False"
"6549","7030","1","","","","","2151738","102","825","5","Wheat Sale Amount (41115 K G ) Rs.2100","0","","","","0","0","0","0","6/14/2021 2:57:52 PM","گندم  فروختگى  رقم   (41115  کے  جى   )  روپے .2100  ","","","","","1","0","0","False"
"6550","7031","1","","","","","400000","201","881","5","Cheque Paid H B L","843","","","","0","0","0","0","6/21/2021 3:00:31 PM","چيک  پيڈ  ايچ  بى  ايل  ","","","","","1","0","0","False"
"6551","7032","1","","","","","2000","102","867","5","Easy Paisa","0","","","","0","0","0","0","6/22/2021 11:03:23 AM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6552","7033","1","","","","","1000","102","873","5","Easy Paisa","0","","","","0","0","0","0","6/22/2021 11:03:41 AM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6553","7034","1","","","","","50000","101","843","5","Cash Received","0","","","","0","0","0","0","6/26/2021 12:51:15 PM","کيش  وصول  ","","","","","1","0","0","False"
"6554","7035","1","","","","","4000","102","872","5","Cash Paid","0","","","","0","0","0","0","6/30/2021 4:41:26 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6554","7036","1","","","","","1000","102","871","5","Cash Paid","0","","","","0","0","0","0","6/30/2021 4:41:41 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6554","7037","1","","","","","23600","102","870","5","Easy Paisa Transfer Viagnor Month of July","0","","","","0","0","0","0","6/30/2021 4:43:13 PM","ایزی  پیسہ  ٹرانسفر  ویگنار  مہینہ جولائی","","","","","1","0","0","False"
"6574","7057","1","","","","","1000000","201","825","5","Cash","843","","","","0","0","0","0","7/23/2021 11:42:57 AM","کيش  ","","","","","1","0","0","False"
"6629","7116","1","","","","","49200","102","843","5","Wheat P L S October","0","","","","0","0","0","0","10/31/2021 1:02:21 PM","گندم  پى  ايل  ايس  اکتبوبر  ","","","","","1","0","0","False"
"6630","7117","1","","","","","1000","102","355","5","Cash Paid","0","","","","0","0","0","0","11/1/2021 11:54:10 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6631","7118","1","","","","","9200","101","843","5","Cash","0","","","","0","0","0","0","11/2/2021 12:19:43 PM","کيش  ","","","","","1","0","0","False"
"6632","7119","1","","","","","100000","201","874","5","Cash Paid","843","","","","0","0","0","0","11/5/2021 1:52:42 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6633","7120","1","","","","","124803","102","874","5","Cash H/O  4  Month Rent Food","0","","","","0","0","0","0","11/5/2021 1:54:27 PM","کيش  ايچ /او    4    ماہ  رينٹ   فوڈ","","","","","1","0","0","False"
"6634","7121","1","","","","","24803","101","874","5","Home Exp","0","","","","0","0","0","0","11/5/2021 1:57:25 PM","گھر  خرچہ  ","","","","","1","0","0","False"
"6635","7122","1","","","","","160000","102","843","5","Cash Paid","0","","","","0","0","0","0","11/11/2021 11:08:13 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6636","7123","1","","","","","2000","102","867","5","Cash Paid Easy Paisa","0","","","","0","0","0","0","11/12/2021 11:50:25 AM","کيش  پيڈ  ایزی  پیسہ  ","","","","","1","0","0","False"
"6637","7124","1","","","","","1000","102","873","5","Cash Paid Easy Paisa","0","","","","0","0","0","0","11/12/2021 11:51:23 AM","کيش  پيڈ  ایزی  پیسہ  ","","","","","1","0","0","False"
"6638","7125","1","","","","","237000","101","878","5","Cash For sabir Mill D A P","0","","","","0","0","0","0","11/12/2021 11:56:18 AM","کيش  برائے  صابر  مل   ڈی اے پی","","","","","1","0","0","False"
"6639","7126","1","","","","","6500","102","873","5","Cheque Paid City School","0","","","","0","0","0","0","11/15/2021 2:01:26 PM","چيک  پيڈ  سٹى  سکول  ","","","","","1","0","0","False"
"6640","7127","1","","","","","1350000","102","873","5","Cash Paid","0","","","","0","0","0","0","11/27/2021 11:15:20 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6641","7128","1","","","","","1350000","101","834","5","Cash","0","","","","0","0","0","0","11/27/2021 12:45:08 PM","کيش  ","","","","","1","0","0","False"
"6642","7129","1","","","","","1000","102","355","5","Cash Paid","0","","","","0","0","0","0","11/28/2021 1:11:46 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6643","7130","1","","","","","23600","102","870","5","Easy Paisa","0","","","","0","0","0","0","11/28/2021 1:12:19 PM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6644","7131","1","","","","","4000","102","872","5","Cash","0","","","","0","0","0","0","11/28/2021 1:13:45 PM","کيش  ","","","","","1","0","0","False"
"6647","7133","1","","","","","1000","102","871","5","Cash","0","","","","0","0","0","0","11/28/2021 1:16:52 PM","کيش  ","","","","","1","0","0","False"
"6648","7134","1","","","","","100000","102","880","5","Cash Paid Aftab Hussain","0","","","","0","0","0","0","11/29/2021 11:27:36 AM","کيش  پيڈ   آفتاب  حسين  ","","","","","1","0","0","False"
"6649","7135","1","","","","","15000","101","880","5","December","0","","","","0","0","0","0","11/29/2021 11:36:05 AM","دسمبر","","","","","1","0","0","False"
"6650","7136","1","","","","","1232","101","355","5","Bill","0","","","","0","0","0","0","11/29/2021 11:39:47 AM","بل  ","","","","","1","0","0","False"
"6651","7137","1","","","","","300000","101","873","5","Cash","0","","","","0","0","0","0","11/29/2021 11:43:05 AM","کيش  ","","","","","1","0","0","False"
"6652","7138","1","","","","","107700","102","843","5","Wheat P l s","0","","","","0","0","0","0","12/1/2021 11:00:34 AM","گندم  پى  ايل  ايس  ","","","","","1","0","0","False"
"6653","7139","1","","","","","7700","101","843","5","Cash","0","","","","0","0","0","0","12/1/2021 11:46:28 AM","کيش  ","","","","","1","0","0","False"
"6654","7140","1","","","","","200000","102","843","5","Cash Paid","0","","","","0","0","0","0","12/1/2021 11:48:27 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6655","7141","1","","","","","5000","102","872","5","Cash Paid","0","","","","0","0","0","0","12/2/2021 11:04:37 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6656","7142","1","","","","","150000","201","843","5","Cash Paid","873","","","","0","0","0","0","12/2/2021 12:28:48 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6657","7143","1","","","","","300000","201","843","5","Cheque Paid M C B","873","","","","0","0","0","0","12/3/2021 12:15:27 PM","چيک  پيڈ  ايم  سى  بى  ","","","","","1","0","0","False"
"6659","7145","1","","","","","150000","101","834","5","Cash","0","","","","0","0","0","0","12/5/2021 1:18:09 PM","کيش  ","","","","","1","0","0","False"
"6660","7146","1","","","","","50000","101","843","5","Cash","0","","","","0","0","0","0","12/5/2021 2:16:02 PM","کيش  ","","","","","1","0","0","False"
"6661","7147","1","","","","","900000","102","843","5","Cash Paid","0","","","","0","0","0","0","12/6/2021 2:33:43 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6664","7150","1","","","","","200000","102","873","5","Cash Received","0","","","","0","0","0","0","12/6/2021 3:28:10 PM","کيش  وصول  ","","","","","1","0","0","False"
"6665","7151","1","","","","","900000","201","843","5","Cheque Paid","873","","","","0","0","0","0","12/6/2021 3:29:30 PM","چيک  پيڈ  ","","","","","1","0","0","False"
"6666","7152","1","","","","","100000","201","843","5","Cheque Paid","873","","","","0","0","0","0","12/6/2021 3:30:19 PM","چيک  پيڈ  ","","","","","1","0","0","False"
"6667","7153","1","","","","","150000","201","843","5","Cash","873","","","","0","0","0","0","12/8/2021 12:13:39 PM","کيش  ","","","","","1","0","0","False"
"6669","7155","1","","","","","33333","102","875","5","Rent Month of November","0","","","","0","0","0","0","12/8/2021 12:22:30 PM","رينٹ  ماہ  آف  نومبر  ","","","","","1","0","0","False"
"6670","7156","1","","","","","33333","102","875","5","Rent Month of December","0","","","","0","0","0","0","12/8/2021 12:23:35 PM","رينٹ  ماہ  آف  دسمبر","","","","","1","0","0","False"
"6671","7157","1","","","","","50000","102","867","5","On Line Din Ilays","0","","","","0","0","0","0","12/9/2021 2:06:18 PM","آن  لائن  دين  الياس  ","","","","","1","0","0","False"
"6672","7158","1","","","","","50000","101","843","5","Cash On Line D I K Ilyas","0","","","","0","0","0","0","12/9/2021 2:14:45 PM","کيش  آن  لائن  ڈى  ائى  کے  الياس  ","","","","","1","0","0","False"
"6673","7159","1","","","","","10000","102","867","5","Easy Paisa Transfer","0","","","","0","0","0","0","12/12/2021 11:40:52 AM","ایزی  پیسہ  ٹرانسفر  ","","","","","1","0","0","False"
"6674","7160","1","","","","","60000","101","867","5","Cash","0","","","","0","0","0","0","12/14/2021 11:34:06 AM","کيش  ","","","","","1","0","0","False"
"6675","7161","1","","","","","75000","102","873","5","Cheque Paid","0","","","","0","0","0","0","12/14/2021 11:35:44 AM","چيک  پيڈ  ","","","","","1","0","0","False"
"6676","7162","1","","","","","15000","101","873","5","Cash","0","","","","0","0","0","0","12/15/2021 11:24:26 AM","کيش  ","","","","","1","0","0","False"
"6677","7163","1","","","","","15000","101","873","5","Cash","0","","","","0","0","0","0","12/15/2021 11:24:48 AM","کيش  ","","","","","1","0","0","False"
"6678","7164","1","","","","","15000","102","880","5","Mian Aftab Hussain","0","","","","0","0","0","0","12/17/2021 11:49:33 AM","مياں   آفتاب  حسين  ","","","","","1","0","0","False"
"6679","7165","1","","","","","10000","102","867","5","Easy Paisa Paid","0","","","","0","0","0","0","12/21/2021 10:51:20 AM","ایزی  پیسہ  پيڈ  ","","","","","1","0","0","False"
"6680","7166","1","","","","","8000","102","872","5","Cash Paid","0","","","","0","0","0","0","12/26/2021 11:14:07 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6680","7167","1","","","","","2000","102","871","5","Cash Paid","0","","","","0","0","0","0","12/26/2021 11:14:25 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6681","7168","1","","","","","2000000","201","873","5","N B P","843","","","","0","0","0","0","12/27/2021 2:10:50 PM","اين  بى  پى  ","","","","","1","0","0","False"
"6682","7169","1","","","","","70000","102","873","5","Cash Paid","0","","","","0","0","0","0","12/27/2021 3:07:00 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6683","7170","1","","","","","70000","101","873","5","On Line Lahore Aness Sabir Mill (Own)","0","","","","0","0","0","0","12/27/2021 3:07:58 PM","آن  لائن  لاہور  انیس  صابر  مل   (عون )  ","","","","","1","0","0","False"
"6684","7171","1","","","","","1500","102","355","5","Cash Paid","0","","","","0","0","0","0","12/29/2021 3:28:39 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6685","7172","1","","","","","21200","102","870","5","Easy Paisa","0","","","","0","0","0","0","12/29/2021 3:40:21 PM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6686","7173","1","","","","","5000","102","872","5","Cash Paid","0","","","","0","0","0","0","12/29/2021 3:43:03 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6687","7174","1","","","","","2000","102","871","5","Cash Paid","0","","","","0","0","0","0","12/29/2021 3:43:49 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6688","7175","1","","","","","15000","101","880","5","January","0","","","","0","0","0","0","12/30/2021 3:33:55 PM","جنوری  ","","","","","1","0","0","False"
"6689","7176","1","","","","","15000","102","880","5","Cash Paid","0","","","","0","0","0","0","12/30/2021 3:36:52 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6690","7177","1","","","","","107700","102","843","5","Wheat P l s December 2021","0","","","","0","0","0","0","12/30/2021 3:39:11 PM","گندم  پى  ايل  ايس  دسبمر  2021  ","","","","","1","0","0","False"
"6692","7179","1","","","","","45000","101","834","5","Wheat P L S December 2021","0","","","","0","0","0","0","12/30/2021 3:40:25 PM","گندم  پى  ايل  ايس  دسبمر  2021  ","","","","","1","0","0","False"
"6693","7180","1","","","","","1305","101","355","5","Bill","0","","","","0","0","0","0","12/30/2021 3:48:28 PM","بل  ","","","","","1","0","0","False"
"6694","7181","1","","","","","107700","101","843","5","Cash","0","","","","0","0","0","0","1/1/2022 11:04:40 AM","کيش  ","","","","","1","0","0","False"
"6695","7182","1","","","","","65000","201","875","5","Cash Paid For Car Purchase Commession and Other Exp","883","","","","0","0","0","0","1/2/2022 11:07:25 AM","کيش  پيڈ برائے کار خرید کمیشن اور دوسرے اخراجات","","","","","1","0","0","False"
"6696","7183","1","","","","","850000","201","873","5","Cheque Paid For New Car Purchase","883","","","","0","0","0","0","1/2/2022 11:14:04 AM","چيک  پيڈ  برائے  نيا  کار  خريد  ","","","","","1","0","0","False"
"6697","7184","1","","","","","2100000","201","843","5","Cheque Paid For New Car Purchase.","883","","","","0","0","0","0","1/2/2022 11:14:59 AM","چيک  پيڈ  برائے  نيا  کار  خريد .  ","","","","","1","0","0","False"
"6698","7185","1","","","","","430000","201","881","5","Cheque Paid For New Car Purchase.","883","","","","0","0","0","0","1/2/2022 11:16:40 AM","چيک  پيڈ  برائے  نيا  کار  خريد .  ","","","","","1","0","0","False"
"6700","7187","1","","","","","150000","101","843","5","Cash Received","0","","","","0","0","0","0","1/5/2022 11:59:59 AM","کيش  وصول  ","","","","","1","0","0","False"
"6701","7188","1","","","","","115000","102","883","5","Vehicle Registration Exp","0","","","","0","0","0","0","1/5/2022 12:00:29 PM","وہيکل  رجسٹریشن  خرچہ","","","","","1","0","0","False"
"6702","7189","1","","","","","50000","101","875","5","Cash Received","0","","","","0","0","0","0","1/8/2022 11:43:44 AM","کيش  وصول  ","","","","","1","0","0","False"
"6703","7190","1","","","","","50000","101","843","5","Cash Received","0","","","","0","0","0","0","1/8/2022 11:44:18 AM","کيش  وصول  ","","","","","1","0","0","False"
"6704","7191","1","","","","","150000","102","881","5","Cash Paid A/c","0","","","","0","0","0","0","1/9/2022 11:30:16 AM","کيش  پيڈ  اے /سى  ","","","","","1","0","0","False"
"6705","7192","1","","","","","30000","102","881","5","Cash Paid A/c","0","","","","0","0","0","0","1/9/2022 11:32:00 AM","کيش  پيڈ  اے /سى  ","","","","","1","0","0","False"
"6706","7193","1","","","","","5500","101","875","5","Rice","0","","","","0","0","0","0","1/11/2022 1:38:51 PM","رائس  ","","","","","1","0","0","False"
"6707","7194","1","","","","","50000","102","881","5","Cash Paid","0","","","","0","0","0","0","1/14/2022 11:35:55 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6709","7196","1","","","","","5000","102","867","5","Easy Paisa Transfer","0","","","","0","0","0","0","1/24/2022 12:03:56 PM","ایزی  پیسہ  ٹرانسفر  ","","","","","1","0","0","False"
"6710","7197","1","","","","","600","102","355","5","Cash paid","0","","","","0","0","0","0","1/28/2022 12:17:07 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6711","7198","1","","","","","1349","101","355","5","Bill","0","","","","0","0","0","0","1/28/2022 12:17:58 PM","بل  ","","","","","1","0","0","False"
"6712","7199","1","","","","","21000","102","870","5","Bill","0","","","","0","0","0","0","1/28/2022 12:19:36 PM","بل  ","","","","","1","0","0","False"
"6713","7200","1","","","","","200000","102","881","5","Cash Paid","0","","","","0","0","0","0","1/28/2022 12:30:12 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6714","7201","1","","","","","6000","102","872","5","Cash","0","","","","0","0","0","0","1/28/2022 2:47:37 PM","کيش  ","","","","","1","0","0","False"
"6715","7202","1","","","","","1000","102","871","5","Cash","0","","","","0","0","0","0","1/28/2022 2:47:49 PM","کيش  ","","","","","1","0","0","False"
"6716","7203","1","","","","","15000","101","880","5","February","0","","","","0","0","0","0","1/28/2022 2:49:20 PM","فروری","","","","","1","0","0","False"
"6736","7222","1","","","","","1287","101","355","5","Bill","0","","","","0","0","0","0","2/28/2022 11:13:29 AM","بل  ","","","","","1","0","0","False"
"6737","7223","1","","","","","150000","102","867","5","Easy Paisa Transfer Mushtaq Kot Shakir","0","","","","0","0","0","0","2/28/2022 11:14:03 AM","ایزی  پیسہ  ٹرانسفر  مشتاق  کوٹ  شآکر  ","","","","","1","0","0","False"
"6738","7224","1","","","","","150000","101","843","5","Cash Received","0","","","","0","0","0","0","2/28/2022 11:15:05 AM","کيش  وصول  ","","","","","1","0","0","False"
"6739","7225","1","","","","","8000","102","872","5","Cash Paid","0","","","","0","0","0","0","2/28/2022 11:16:31 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6740","7226","1","","","","","2000","102","871","5","Cash Paid","0","","","","0","0","0","0","2/28/2022 11:16:53 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6741","7227","1","","","","","21000","102","870","5","Transfer To Easy Paisa Viagnor Instalment","0","","","","0","0","0","0","2/28/2022 11:18:33 AM","ٹرانسفر  ٹو  ایزی  پیسہ  ویگنار  قسط  ","","","","","1","0","0","False"
"6742","7228","1","","","","","44550","102","843","5","Wheat P L S","","","","","0","0","0","0","2/28/2022 11:21:03 AM","گندم  پى  ايل  ايس  ","","","","","1","0","0","False"
"6743","7229","1","","","","","15000","101","880","5","Month Of March","0","","","","0","0","0","0","2/28/2022 11:25:14 AM","ماہ  آف  مارچ  ","","","","","1","0","0","False"
"6745","7231","1","","","","","4550","201","843","5","Cash Paid Mudrisa","872","","","","0","0","0","0","3/1/2022 11:39:15 AM","کيش  پيڈ  مدرسہ  ","","","","","1","0","0","False"
"6746","7232","1","","","","","30000","201","843","5","Jazz Cash Gull Janan Dik","867","","","","0","0","0","0","3/2/2022 10:48:46 AM","جاز  کيش  گل  جنان  ڈيرہ اسماعيل خان  ","","","","","1","0","0","False"
"6747","7233","1","","","","","10000","101","843","5","Cash","0","","","","0","0","0","0","3/4/2022 11:40:04 AM","کيش  ","","","","","1","0","0","False"
"6748","7234","1","","","","","10000","101","853","5","P L  S","0","","","","0","0","0","0","3/4/2022 11:40:59 AM","پى  ايل    ايس  ","","","","","1","0","0","False"
"6749","7235","1","","","","","10000","102","853","5","Cash Paid","0","","","","0","0","0","0","3/4/2022 11:41:41 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6752","7238","1","","","","","75000","102","874","5","Cash H/O  2  Month Rent Food","0","","","","0","0","0","0","3/4/2022 12:21:17 PM","کيش  ايچ /او    2    ماہ  رينٹ  فوڈ  ","","","","","1","0","0","False"
"6753","7239","1","","","","","75000","101","874","5","Home Exp","0","","","","0","0","0","0","3/4/2022 12:23:23 PM","گھر  خرچہ  ","","","","","1","0","0","False"
"6754","7240","1","","","","","8000","102","873","5","Transfer To Easy Paisa","0","","","","0","0","0","0","3/5/2022 2:33:06 PM","ٹرانسفر  ٹو  ایزی  پیسہ  ","","","","","1","0","0","False"
"6755","7241","1","","","","","15000","102","873","5","Transfer To Easy Paisa","0","","","","0","0","0","0","3/5/2022 3:00:54 PM","ٹرانسفر  ٹو  ایزی  پیسہ  ","","","","","1","0","0","False"
"6756","7242","1","","","","","46166","101","875","5","Cash Recived","0","","","","0","0","0","0","3/6/2022 11:09:11 AM","کيش  وصولي  ","","","","","1","0","0","False"
"6757","7243","1","","","","","100000","101","843","5","Cash Received","0","","","","0","0","0","0","3/19/2022 12:39:25 PM","کيش  وصول  ","","","","","1","0","0","False"
"6758","7244","1","","","","","637000","101","867","5","For House Registry Exp","0","","","","0","0","0","0","3/21/2022 10:29:58 AM","برائے  مکان  رجسٹری  خرچہ  ","","","","","1","0","0","False"
"6759","7245","1","","","","","450000","101","877","5","Cash Received","0","","","","0","0","0","0","3/21/2022 10:31:00 AM","کيش  وصول  ","","","","","1","0","0","False"
"6760","7246","1","","","","","400000","102","873","5","Gari Sale 1088","0","","","","0","0","0","0","3/24/2022 1:01:18 PM","گاڑی  فروختگى  1088  ","","","","","1","0","0","False"
"6761","7247","1","","","","","150000","101","873","5","Cash For House Exp","0","","","","0","0","0","0","3/25/2022 10:29:02 AM","کيش  برائے  مکان  خرچہ  ","","","","","1","0","0","False"
"6762","7248","1","","","","","100000","101","875","5","Cash Received","0","","","","0","0","0","0","3/26/2022 9:40:30 AM","کيش  وصول  ","","","","","1","0","0","False"
"6763","7249","1","","","","","700000","201","873","5","Cheque Paid Hussnain Talib","834","","","","0","0","0","0","3/26/2022 1:07:22 PM","چيک  پيڈ  حسنين  طالب  ","","","","","1","0","0","False"
"6764","7250","1","","","","","50000","102","834","5","Net Cash","0","","","","0","0","0","0","3/26/2022 1:08:43 PM","نقد  کيش  ","","","","","1","0","0","False"
"6766","7251","1","","","","","200000","201","843","5","Cash","834","","","","0","0","0","0","3/29/2022 12:39:35 PM","کيش  ","","","","","1","0","0","False"
"6767","7252","1","","","","","400000","101","867","5","Cheque Paid To Tayyab Sb L E C 1088","0","","","","0","0","0","0","3/30/2022 10:40:39 AM","چيک  پيڈ  ٹو  طيب  صاحب  ايل  اى  سى  1088  ","","","","","1","0","0","False"
"6768","7253","1","","","","","15000","101","867","5","Sajjad","0","","","","0","0","0","0","3/30/2022 10:42:41 AM","سجاد  ","","","","","1","0","0","False"
"6769","7254","1","","","","","15000","101","873","5","Cash Received","0","","","","0","0","0","0","3/30/2022 10:44:16 AM","کيش  وصول  ","","","","","1","0","0","False"
"6770","7255","1","","","","","2500","102","355","5","Cash Paid","0","","","","0","0","0","0","3/30/2022 11:17:13 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6771","7256","1","","","","","1534","101","355","5","Bill","0","","","","0","0","0","0","3/30/2022 11:18:01 AM","بل  ","","","","","1","0","0","False"
"6772","7257","1","","","","","5000","102","872","5","Cash","0","","","","0","0","0","0","3/30/2022 11:20:00 AM","کيش  ","","","","","1","0","0","False"
"6773","7258","1","","","","","2000","102","871","5","Cash","0","","","","0","0","0","0","3/30/2022 11:20:19 AM","کيش  ","","","","","1","0","0","False"
"6774","7259","1","","","","","21000","102","870","5","Instalment month of April","0","","","","0","0","0","0","3/30/2022 11:24:12 AM","قسط  ماہ  آف  اپریل  ","","","","","1","0","0","False"
"6775","7260","1","","","","","15000","101","880","5","April","0","","","","0","0","0","0","3/30/2022 11:26:04 AM","اپریل  ","","","","","1","0","0","False"
"6776","7261","1","","","","","50000","101","878","5","Cash","0","","","","0","0","0","0","3/31/2022 10:51:03 AM","کيش  ","","","","","1","0","0","False"
"6777","7262","1","","","","","150000","201","843","5","Atta Bill","834","","","","0","0","0","0","4/1/2022 11:34:53 AM","آٹا  بل  ","","","","","1","0","0","False"
"6778","7263","1","","","","","200000","201","843","5","Cash","834","","","","0","0","0","0","4/5/2022 12:21:37 PM","کيش  ","","","","","1","0","0","False"
"6779","7264","1","","","","","200000","201","843","5","Cash Paid","834","","","","0","0","0","0","4/7/2022 4:19:09 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6780","7265","1","","","","","317000","201","843","5","On Line Ilays D I K","877","","","","0","0","0","0","4/7/2022 4:20:47 PM","آن  لائن  الياس  ڈى  ائى  کے  ","","","","","1","0","0","False"
"6782","7267","1","","","","","25000","101","875","5","Cash Received From S F M","0","","","","0","0","0","0","4/12/2022 12:59:06 PM","کيش  وصول  از  ايس  ايف  ايم  ","","","","","1","0","0","False"
"6783","7268","1","","","","","21000","102","870","5","Easy Paisa","0","","","","0","0","0","0","5/9/2022 3:06:29 PM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6784","7269","1","","","","","150000","101","870","5","Cash  Makkah","0","","","","0","0","0","0","5/9/2022 3:08:48 PM","کيش    مکہ  ","","","","","1","0","0","False"
"6785","7270","1","","","","","90000","102","834","5","Cash Paid","0","","","","0","0","0","0","5/9/2022 3:42:09 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6786","7271","1","","","","","1800","102","871","5","Cash Paid","0","","","","0","0","0","0","5/19/2022 2:27:56 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6786","7272","1","","","","","4000","102","872","5","Cash Paid","0","","","","0","0","0","0","5/19/2022 2:28:14 PM","کيش  پيڈ  ","","","","","1","0","0","False"
